code;name;in_stock_balance;created_at;is_weight
13607;Роз'єм 32/500 2-х полюсний;20;2026-01-01;FALSE
13608;Светильник с/д DE 1725 9W(36*15*15см);1;2026-01-01;FALSE
13610;"Вилка кутова з/з штепсельна, біла";5;2026-01-01;FALSE
13611;Розетка подвійна  ВК1-1402-3612 (каучук)1*16А ІР44;4;2026-01-01;FALSE
13612;Провід ПВ-3 нгд 10;10.989;2026-01-01;FALSE
13625;Втулка ф76мм;2;2026-01-01;FALSE
13626;Шпилька стяжна;3;2026-01-01;FALSE
13627;Лист 20;0.25;2026-01-01;FALSE
13628;ДСТУ 8939:2019 51х 2.5 ст20;0.007;2026-01-01;FALSE
13630;ДСТУ 8939:2019 57х 3 ст20;0.03;2026-01-01;FALSE
13634;Вал  магнит.;4;2026-01-01;FALSE
13635;фотобарабан;2;2026-01-01;FALSE
13636;Вал  первин.зарядки;2;2026-01-01;FALSE
13646;ДСТУ 8938:2019 152х10 ст09Г2С;10.21;2026-04-22;FALSE
13647;ДСТУ 8938:2019 102х24 ст20;4.82;2026-01-01;FALSE
13648;ДСТУ 8938:2019 168х22 ст20;0;2026-01-01;FALSE
13652;ДСТУ 8938:2019 325х25 ст20;0;2026-01-01;FALSE
13653;ДСТУ 8938:2019 426х36 ст45;2.526;2026-01-01;FALSE
13654;ДСТУ 8938:2019 203х16 ст20;4.88;2026-01-01;FALSE
13655;ДСТУ 8938:2019 299х40 ст45;6.169;2026-04-07;FALSE
13656;ДСТУ 8938:2019 325х60 ст45;2.12;2026-01-01;FALSE
13657;ДСТУ 8938:2019 219х36 ст45;0.85;2026-01-01;FALSE
13659;ДСТУ 8938:2019 89х 8 ст45;14.975;2026-01-01;FALSE
13660;ДСТУ 8938:2019 273х36 ст45;4.695;2026-01-01;FALSE
13661;ДСТУ 8938:2019 426х36 ст20;0.802;2026-01-01;FALSE
13664;Муфта  Enoterm ПРЗ 32*1 заж.;1;2026-01-01;FALSE
13704;ДСТУ 8938:2019 48.3х 5 ст09Г2С;3.56;2026-04-07;FALSE
13705;ДСТУ 8938:2019 133х20 ст20;0;2026-01-01;FALSE
13706;ДСТУ 8938:2019 140х30 ст20;11.176;2026-01-01;FALSE
13711;ДСТУ 8938:2019 426х32 ст20;1.713;2026-01-01;FALSE
13712;ДСТУ 8938:2019 426х32 ст45;4.026;2026-01-01;FALSE
13713;ДСТУ 8938:2019 299х60 ст45;6.854;2026-01-01;FALSE
13714;ДСТУ 8938:2019 83х14 ст20;4.236;2026-03-23;FALSE
13715;ДСТУ 8938:2019 351х20 ст20;6.142;2026-01-01;FALSE
13719;Труба проф. 200х80х 6 стQ345B;2.28;2026-01-01;FALSE
13721;ДСТУ 8938:2019 114х10 ст20;0.055;2026-01-01;FALSE
13722;ДСТУ 8939:2019 530х70 ст45;5.045;2026-01-01;FALSE
13726;Труба проф. 200х200х12 ст09Г2С;10.88;2026-01-01;FALSE
13727;Труба проф. 300х200х12 ст20;3.57;2026-01-01;FALSE
13728;ДСТУ 8938:2019 219х22 ст20;5.794;2026-01-01;FALSE
13729;ГОСТ 8732 127х 6 ст20;0.04;2026-01-01;FALSE
13730;ГОСТ 8732 146х 8 ст20;1.86;2026-01-01;FALSE
13731;ДСТУ 8938:2019 102х22 ст45;5.302;2026-01-01;FALSE
13732;ДСТУ 8938:2019 102х18 ст45;5.004;2026-01-01;FALSE
13734;ДСТУ 8938:2019 89х12 ст45;0;2026-01-01;FALSE
13737;Командоконтролер ККТ 61;1;2026-01-01;FALSE
13738;Командоконтролер ККТ 62;1;2026-01-01;FALSE
13739;ДСТУ 8938:2019 95х10 ст20;5.236;2026-01-01;FALSE
13740;ДСТУ 8938:2019 159х40 ст20;1.544;2026-01-01;FALSE
13741;ДСТУ 8938:2019 168х28 ст20;2.137;2026-01-01;FALSE
13745;ДСТУ 8938:2019 406х20 ст20;0;2026-01-01;FALSE
13748;ДСТУ 8938:2019 245х45 ст20;6.205;2026-02-10;FALSE
13749;ДСТУ 8938:2019 245х12 ст20;6.996;2026-01-01;FALSE
13751;ДСТУ 8938:2019 95х14 ст20;20.251;2026-01-01;FALSE
13753;Напівчеревики робочі демісезонні Ardon FIRLOW 01;1;2026-01-01;FALSE
13754;Куртка робоча демісезонна Insight Holden;2;2026-01-01;FALSE
13755;Штани робочі демісезонні Insight Holden;3;2026-01-01;FALSE
13758;Футболка Insight Standart чорна;1;2026-01-01;FALSE
13760;ДСТУ 8938:2019 70х 4 ст20;12.916;2026-01-01;FALSE
13762;Напівчеревики робочі демісезонні Ardon FIRLOW S1P;6;2026-01-01;FALSE
13763;ГОСТ 8732 219х10 ст20;0;2026-01-01;FALSE
13766;Труба проф. 200х150х10 стQ345B;5.89;2026-01-01;FALSE
13767;Труба проф. 200х150х8 стQ345B;6.83;2026-01-01;FALSE
13769;ДСТУ 8938:2019 121х30 ст20;1.76;2026-01-01;FALSE
13770;ДСТУ 8938:2019 377х60 ст45;1.446;2026-01-01;FALSE
13775;Поршнева 40;3;2026-01-01;FALSE
13778;Щепленя;2;2026-01-01;FALSE
13782;Карбюратор;3;2026-01-01;FALSE
13783;ДСТУ 8938:2019 95х16 ст45;1.537;2026-01-01;FALSE
13784;ДСТУ 8938:2019 114х18 ст20;3.416;2026-02-16;FALSE
13785;ДСТУ 8938:2019 127х20 ст20;1.156;2026-01-01;FALSE
13786;ДСТУ 8938:2019 102х18 ст20;2.912;2026-01-01;FALSE
13787;ДСТУ 8938:2019 133х30 ст45;1.365;2026-01-01;FALSE
13788;ДСТУ 8938:2019 133х25 ст35;3.33;2026-01-01;FALSE
13789;ДСТУ 8938:2019 127х22 ст20;3.2;2026-01-01;FALSE
13791;ГОСТ 8732 159х 4.5 ст20;15.741;2026-01-01;FALSE
13793;ГОСТ 8732 114х 6 ст20;2.529;2026-01-01;FALSE
13794;ДСТУ 8939:2019 16х 3 ст20;0.064;2026-01-01;FALSE
13796;ДСТУ 8939:2019 28х 4 ст20;5.569;2026-01-01;FALSE
13797;ДСТУ 8939:2019 42х 8 ст45;0.037;2026-01-01;FALSE
13799;GB/T 8162:2018 80х 8 ст20;7.048;2026-01-01;FALSE
13802;GB/T 8162:2018 83х12 ст20;2.541;2026-01-01;FALSE
13804;GB/T 8162:2018 89х10 ст20;0;2026-01-01;FALSE
13806;GB/T 8162:2018 28х 5 ст20;2.223;2026-01-01;FALSE
13807;GB/T 8162:2018 28х 4 ст20;1.587;2026-01-01;FALSE
13809;GB/T 8162:2018 50х 6 ст20;0.083;2026-01-01;FALSE
13810;GB/T 8162:2018 50х10 ст20;3.66;2026-01-01;FALSE
13812;GB/T 8162:2018 76х 6 ст20;0;2026-01-01;FALSE
13813;GB/T 8162:2018 28х 8 ст20;0.022;2026-01-01;FALSE
13817;ДСТУ 8938:2019 168х24 ст20;4.006;2026-01-01;FALSE
13818;ДСТУ 8938:2019 140х30 ст45;2.829;2026-01-01;FALSE
13819;ДСТУ 8938:2019 146х25 ст20;2.944;2026-01-01;FALSE
13821;ДСТУ 8938:2019 140х20 ст20;0;2026-01-01;FALSE
13823;GB/T 8162:2018 51х 6 ст20;0.55;2026-01-01;FALSE
13825;GB/T 8162:2018 60х 8 ст20;0;2026-01-01;FALSE
13827;GB/T 8162:2018 42х 5 ст20;1.902;2026-01-01;FALSE
13828;GB/T 8162:2018 60х 4 ст20;0.037;2026-01-01;FALSE
13829;GB/T 8162:2018 60х 5 ст20;11.862;2026-01-01;FALSE
13834;GB/T 8162:2018 108х 6 ст20;17.991;2026-01-01;FALSE
13835;ДСТУ 8939:2019 21х 2 ст20;0.013;2026-01-01;FALSE
13836;ДСТУ 8939:2019 25х 3.5 ст20;0.011;2026-01-01;FALSE
13837;ДСТУ 8939:2019 28х 2 ст20;0.022;2026-01-01;FALSE
13840;ДСТУ 8939:2019 42х10 ст20;0.025;2026-01-01;FALSE
13843;"ДСТУ 8939:2019 42х 3,5 ст20";7.275;2026-01-01;FALSE
13845;ДСТУ 8939:2019 16х 2.5 ст20;0.069;2026-01-01;FALSE
13847;ДСТУ 8938:2019 426х20 ст20;0.15;2026-01-01;FALSE
13848;ДСТУ 8938:2019 299х16 ст20;4.222;2026-01-01;FALSE
13850;ДСТУ 8938:2019 159х16 ст20;9.983;2026-01-01;FALSE
13851;1ДСТУ 8938:2019 180х 6 ст20;13.074;2026-01-01;FALSE
13854;ДСТУ 8938:2019 194х30 ст45;0;2026-01-01;FALSE
13855;Труба проф. 80х40х 6 ст09Г2С;6.78;2026-01-01;FALSE
13857;GB/T 8162:2018 45х 8 ст20;13.119;2026-01-01;FALSE
13858;GB/T 8162:2018 45х12 ст20;0;2026-01-01;FALSE
13863;GB/T 8162:2018 168х20 ст20;0.313;2026-01-01;FALSE
13865;GB/T 8162:2018 83х14 ст20;0.018;2026-01-01;FALSE
13866;GB/T 8162:2018 89х 8 ст45;10.418;2026-01-01;FALSE
13867;GB/T 8162:2018 89х10 ст45;0.012;2026-01-01;FALSE
13869;ДСТУ 8939:2019 63х14 ст20;0.013;2026-01-01;FALSE
13876;ДСТУ 8938:2019 114х18 ст45;0.733;2026-01-01;FALSE
13877;ГОСТ 8732 159х 5 ст20;24.804;2026-01-01;FALSE
13879;ДСТУ 8938:2019 194х14 ст20;0.72;2026-01-01;FALSE
13880;ДСТУ 8938:2019 219х 9 ст20;1.749;2026-01-01;FALSE
13881;Труба проф. 120х120х 6 стQ345B;1.28;2026-01-01;FALSE
13884;Контактор BF 38 00 A230;3;2026-01-01;FALSE
13887;ДСТУ 8938:2019 76х16 ст45;7.07;2026-01-01;FALSE
13888;Труба проф. 260х180х9 ст20;4.8;2026-01-01;FALSE
13890;GB/T 8162:2018 18х 5 ст20;0.116;2026-01-01;FALSE
13892;GB/T 8162:2018 30х 8 ст20;0.021;2026-01-01;FALSE
13894;GB/T 8162:2018 60х 3.5 ст20;5.065;2026-01-01;FALSE
13895;GB/T 8162:2018 89х 6 ст20;10.444;2026-01-01;FALSE
13898;GB/T 8162:2018 108х 8 ст20;0.049;2026-01-01;FALSE
13899;GB/T 8162:2018 108х10 ст20;0.147;2026-01-01;FALSE
13905;GB/T 8162:2018 89х 4 ст20;11.096;2026-01-01;FALSE
13909;ДСТУ 8938:2019 152х18 ст20;3.888;2026-01-01;FALSE
13920;ДСТУ 8938:2019 377х30 ст20;1.314;2026-01-01;FALSE
13923;ДСТУ 8938:2019 245х35 ст20;3.21;2026-02-10;FALSE
13925;ДСТУ 8938:2019 194х35 ст20;0;2026-01-01;FALSE
13927;ДСТУ 8938:2019 325х10 ст20;0.157;2026-01-01;FALSE
13928;"Лист гарячекатаний 8,00 х2000х6000 стS235J2";18.04;2026-01-01;FALSE
13940;Стяжка кабельна пласт.3х100мм;2;2026-01-01;FALSE
13946;ДСТУ 8939:2019 25х 2 ст20;0.009;2026-01-01;FALSE
13948;ДСТУ 8939:2019 30х 6 ст20;0.027;2026-01-01;FALSE
13950;ДСТУ 8939:2019 30х 5 ст20;0.022;2026-01-01;FALSE
13951;GB/T 8162:2018 45х 5 ст20;6.765;2026-01-01;FALSE
13953;GB/T 8162:2018 40х 1.5 ст20;0.115;2026-01-01;FALSE
13955;GB/T 8162:2018 57х 8 ст20;8.885;2026-01-01;FALSE
13956;GB/T 8162:2018 60х12 ст20;2.181;2026-01-01;FALSE
13958;GB/T 8162:2018 65х10 ст20;1.805;2026-01-01;FALSE
13959;GB/T 8162:2018 65х 4 ст20;0.024;2026-01-01;FALSE
13962;GB/T 8162:2018 38х 4 ст20;2.735;2026-01-01;FALSE
13963;GB/T 8162:2018 60х 6 ст20;0.747;2026-01-01;FALSE
13964;GB/T 8162:2018 76х12 ст20;0.045;2026-01-01;FALSE
13966;GB/T 8162:2018 48х 5 ст20;0;2026-01-01;FALSE
13967;GB/T 8162:2018 50х 8 ст20;0.033;2026-01-01;FALSE
13968;GB/T 8162:2018 57х10 ст20;0.031;2026-01-01;FALSE
13970;GB/T 8162:2018 102х 6 ст20;12.223;2026-01-01;FALSE
13971;GB/T 8162:2018 102х10 ст20;0;2026-01-01;FALSE
13975;GB/T 8162:2018 159х10 ст20;0.384;2026-01-01;FALSE
13981;GB/T 8162:2018 73х 5 ст20;5.062;2026-01-01;FALSE
13982;GB/T 8162:2018 108х 4 ст20;13.885;2026-01-01;FALSE
13983;GB/T 8162:2018 133х 5 ст20;0.012;2026-01-01;FALSE
13984;GB/T 8162:2018 63х 6 ст20;0;2026-01-01;FALSE
13989;GB/T 8162:2018 14х 2 ст20;0.005;2026-01-01;FALSE
13990;GB/T 8162:2018 20х 1.5 ст20;0.011;2026-01-01;FALSE
13992;GB/T 8162:2018 25х 6 ст20;0.688;2026-01-01;FALSE
13993;GB/T 8162:2018 25х 7 ст20;0.945;2026-01-01;FALSE
13994;GB/T 8162:2018 30х 3 ст20;2.306;2026-01-01;FALSE
13995;GB/T 8162:2018 30х 5 ст20;8.77;2026-01-01;FALSE
13997;GB/T 8162:2018 36х 4 ст20;0;2026-01-26;FALSE
13998;GB/T 8162:2018 48х 8 ст20;3.332;2026-01-01;FALSE
14000;GB/T 8162:2018 54х 8 ст20;0.506;2026-01-01;FALSE
14001;GB/T 8162:2018 54х10 ст20;0.165;2026-01-01;FALSE
14002;GB/T 8162:2018 57х 4 ст20;0.124;2026-01-01;FALSE
14003;GB/T 8162:2018 57х 5 ст20;2.79;2026-01-01;FALSE
14004;GB/T 8162:2018 83х 8 ст20;0;2026-01-01;FALSE
14006;ДСТУ 8938:2019 89х14 ст45;0.967;2026-01-01;FALSE
14008;Мережева Карта Тр-Link;0;2026-01-19;FALSE
14012;ДСТУ 8938:2019 127х30 ст20;0.43;2026-01-01;FALSE
14013;Скрипляючий пристрій М4С;2;2026-01-01;FALSE
14016;ДСТУ 8938:2019 159х20 ст20;0.05;2026-01-01;FALSE
14017;ДСТУ 8938:2019 203х10 ст20;11.358;2026-01-01;FALSE
14018;ГОСТ 8732 114х 8 ст20;19.935;2026-01-01;FALSE
14019;ГОСТ 8732 114х10 ст20;1.814;2026-01-01;FALSE
14021;ДСТУ 8938:2019 180х16 ст20;0;2026-01-01;FALSE
14022;ДСТУ 8938:2019 168х 6 ст20;0.05;2026-01-01;FALSE
14027;Олива моторна MOL Dymanic Transit 10W-40 CI-1 (20л);3;2026-01-01;FALSE
14029;Олива Індустріальна І-40А;10;2026-01-01;FALSE
14031;Олива трансмісійна ТАД-17і;20;2026-01-01;FALSE
14038;ДСТУ 8938:2019 180х28 ст35;10.936;2026-03-23;FALSE
14039;ДСТУ 8938:2019 180х20 ст20;0.47;2026-01-01;FALSE
14040;ДСТУ 8938:2019 180х40 ст20;3.174;2026-01-01;FALSE
14041;ДСТУ 8938:2019 108х12 ст20;1.499;2026-01-01;FALSE
14042;ДСТУ 8938:2019 108х14 ст20;4.745;2026-01-01;FALSE
14044;Куртка утепл. Insight Special;2;2026-01-23;FALSE
14045;Напівкомбінезон утепл. Insight SPECIAL;0;2026-01-01;FALSE
14046;Черевики  утепл.Ardon Firwin LB S3;8;2026-01-01;FALSE
14047;Рукавички зварника Ardon Kirk;10;2026-01-01;FALSE
14048;Футболка Insight Special чорна;1;2026-01-01;FALSE
14049;ДСТУ 8938:2019 63.5х 6 ст20;3.075;2026-03-18;FALSE
14052;Труба проф. 100х100х 8 стQ345B;0.12;2026-01-01;FALSE
14053;GB/T 8162:2018 83х 5 ст20;0.07;2026-01-01;FALSE
14054;GB/T 8162:2018 40х 8 ст20;0.07;2026-01-01;FALSE
14055;GB/T 8162:2018 42х 4 ст20;8.582;2026-01-01;FALSE
14056;GB/T 8162:2018 45х 3 ст20;0.047;2026-01-01;FALSE
14057;GB/T 8162:2018 57х 6 ст20;7.831;2026-01-01;FALSE
14058;GB/T 8162:2018 83х 4 ст20;0.607;2026-01-01;FALSE
14060;ДСТУ 8938:2019 426х40 ст20;1.4;2026-01-01;FALSE
14061;ДСТУ 8938:2019 83х 6 ст09Г2С;1.13;2026-01-01;FALSE
14062;Труба 28х 4 ст20;0.02;2026-01-01;FALSE
14064;ДСТУ 8938:2019 180х36 ст45;0;2026-01-01;FALSE
14067;ДСТУ 8938:2019 325х56 ст20;4.106;2026-01-01;FALSE
14071;ДСТУ 8938:2019 140х25 ст45;5.347;2026-01-01;FALSE
14072;ДСТУ 8938:2019 146х16 ст20;0;2026-01-01;FALSE
14073;ДСТУ 8938:2019 127х30 ст35;5.878;2026-01-01;FALSE
14075;"Термоусаджувальна трубка 10,0/5,0 шт.(1м)";6;2026-01-01;FALSE
14076;Ізоляційна стрічка Stenson 50м.;10;2026-01-01;FALSE
14078;Светильник круг.наклад Videx 12W 5000K 220V;3;2026-01-01;FALSE
14079;Светильник Lebron L-PR-641  6W вбудов. 4100K LED;1;2026-01-01;FALSE
14080;Светильник Lebron L-PR-1241  12W вбудов. 4100K LED;4;2026-01-01;FALSE
14081;"Стяжка кабельна (хомут)чорна.4х200 (3,6х200) (100шт).";3;2026-01-01;FALSE
14082;Стяжка кабельна пласт.5х350мм;1;2026-01-01;FALSE
14083;Роз'єм із заглушкою 1х16А (кауч);6;2026-01-01;FALSE
14092;ДСТУ 8938:2019 133х16 ст20;0.164;2026-01-01;FALSE
14094;Ремкомплект подушки вертикального валу;5;2026-01-01;FALSE
14095;ДСТУ 8938:2019 133х 6 ст09Г2С;0.075;2026-01-01;FALSE
14096;ДСТУ 8938:2019 127х10 ст20;3.06;2026-01-01;FALSE
14097;ДСТУ 8938:2019 273х30 ст45;5.38;2026-03-31;FALSE
14099;Контакт до КТ-6020 рух.мідь.;6;2026-01-01;FALSE
14100;Контакт до КТ-6020 нерух.мідь.;6;2026-01-01;FALSE
14101;Контакт до ПМА -3000 рух.мідь;6;2026-01-01;FALSE
14102;Контакт до ПМА -3000 нерух.мідь;3;2026-01-01;FALSE
14105;Щітка МГ 15х50х35;6;2026-01-01;FALSE
14106;"Запобіжник ПТ 111.10-20-31,5 У1";5;2026-01-01;FALSE
14107;ГОСТ 8732 114х 7 ст20;0.138;2026-01-01;FALSE
14108;ДСТУ 8938:2019 60х 5 ст09Г2С;0.893;2026-01-01;FALSE
14109;ДСТУ 8938:2019 102х16 ст45;3.962;2026-01-01;FALSE
14111;"Труби сталеві безшовні насосно-компресорні з гладкими кільцями без муфт м/с 30Г2-ІІ (UPG.J55) API Spec 5СТ, 11th edition, Dec 2023 88.90х6,45 R2 PE";0;2026-01-27;FALSE
14112;ДСТУ 8938:2019 194х30 ст20;0.21;2026-01-01;FALSE
14114;ДСТУ 8939:2019 27х 2.5 ст20;0.002;2026-01-01;FALSE
14117;ДСТУ 8939:2019 54х 3 ст20;0.019;2026-01-01;FALSE
14120;GB/T 8162:2018 38х 6 ст20;0.701;2026-01-01;FALSE
14121;GB/T 8162:2018 38х 8 ст20;0.585;2026-01-01;FALSE
14122;GB/T 8162:2018 60х14 ст45;0.028;2026-01-01;FALSE
14123;GB/T 8162:2018 42х 3 ст20;11.797;2026-01-01;FALSE
14124;GB/T 8162:2018 42х 8 ст20;1.311;2026-01-01;FALSE
14125;GB/T 8162:2018 108х 5 ст20;22.231;2026-01-01;FALSE
14127;GB/T 8162:2018 21х 4 ст20;0;2026-01-01;FALSE
14129;GB/T 8162:2018 22х 4 ст20;11.006;2026-01-01;FALSE
14130;GB/T 8162:2018 25х 4 ст20;1.231;2026-01-01;FALSE
14131;GB/T 8162:2018 25х 4.5 ст20;0.655;2026-01-01;FALSE
14134;GB/T 8162:2018 30х 2.5 ст20;0.614;2026-01-01;FALSE
14135;GB/T 8162:2018 30х 6 ст20;0.548;2026-01-01;FALSE
14136;GB/T 8162:2018 40х 6 ст20;2.841;2026-01-01;FALSE
14137;GB/T 8162:2018 40х10 ст20;0.038;2026-01-01;FALSE
14138;GB/T 8162:2018 48х10 ст20;3.751;2026-01-01;FALSE
14139;GB/T 8162:2018 51х10 ст20;0;2026-01-01;FALSE
14140;GB/T 8162:2018 51х 3 ст20;0;2026-01-01;FALSE
14141;GB/T 8162:2018 57х14 ст20;0.091;2026-01-01;FALSE
14143;GB/T 8162:2018 70х12  ст20;5.271;2026-01-01;FALSE
14144;GB/T 8162:2018 76х10 ст20;3.669;2026-01-01;FALSE
14146;GB/T 8162:2018 34х 3 ст20;2.487;2026-01-01;FALSE
14147;GB/T 8162:2018 34х 4 ст20;14.321;2026-01-01;FALSE
14150;GB/T 8162:2018 95х14 ст20;0.228;2026-01-01;FALSE
14151;ДСТУ 8939:2019 27х 3.5 ст20;0.033;2026-01-01;FALSE
14154;ДСТУ 8938:2019 83х18 ст45;3.999;2026-01-01;FALSE
14155;ДСТУ 8938:2019 102х14 ст20;3.333;2026-01-01;FALSE
14156;ДСТУ 8938:2019 73х12 ст20;5.435;2026-01-01;FALSE
14157;ДСТУ 8938:2019 42х 2.6 ст20;3.015;2026-01-01;FALSE
14162;ДСТУ 8938:2019 121х 8 ст20;14.375;2026-01-01;FALSE
14163;ДСТУ 8938:2019 108х14 ст35;5.988;2026-03-23;FALSE
14164;ДСТУ 8938:2019 245х25 ст45;10.408;2026-01-01;FALSE
14165;ГОСТ 8732 245х14 ст20;0.025;2026-01-01;FALSE
14166;ДСТУ 8938:2019 426х25 ст20;11.204;2026-01-01;FALSE
14167;ДСТУ 8938:2019 245х60 ст45;1.41;2026-01-01;FALSE
14169;Труба проф. 250х110х10 стS355J2H;2.428;2026-01-01;FALSE
14170;ДСТУ 8938:2019 219х25 ст45;7.315;2026-01-01;FALSE
14184;Запобіжник NH-000/gG 100A 500V;3;2026-01-01;FALSE
14186;ДСТУ 8938:2019 133х18 ст20;4.716;2026-01-01;FALSE
14188;ГОСТ 8732 114х 5 ст20;1.309;2026-01-01;FALSE
14195;ДСТУ 8939:2019 21х 2.5 ст20;0.057;2026-01-01;FALSE
14196;GB/T 8162:2018 25х 5 ст20;0.097;2026-01-01;FALSE
14197;GB/T 8162:2018 27х 2 ст20;1.283;2026-01-01;FALSE
14199;GB/T 8162:2018 54х14 ст20;0;2026-01-01;FALSE
14200;GB/T 8162:2018 65х12 ст20;0;2026-01-01;FALSE
14201;GB/T 8162:2018 80х 6 ст20;0;2026-01-01;FALSE
14203;GB/T 8162:2018 76х 5 ст20;14.562;2026-01-01;FALSE
14204;GB/T 8162:2018 83х 6 ст20;1.941;2026-01-01;FALSE
14206;GB/T 8162:2018 121х 6 ст20;10.008;2026-01-26;FALSE
14207;GB/T 8162:2018 121х 8 ст20;18.208;2026-01-01;FALSE
14210;ДСТУ 8938:2019 146х20 ст20;2.945;2026-01-01;FALSE
14212;ДСТУ 8938:2019 245х50 ст45;6.156;2026-03-31;FALSE
14213;ДСТУ 8938:2019 95х22 ст20;2.168;2026-01-01;FALSE
14214;ДСТУ 8938:2019 299х36 ст20;2.646;2026-01-01;FALSE
14215;ДСТУ 8938:2019 168х12 ст09Г2С;0.23;2026-01-01;FALSE
14216;ДСТУ 8938:2019 194х10 ст20;14.525;2026-01-01;FALSE
14217;Труба проф. 140х100х 5 стS355J2H;2.28;2026-01-01;FALSE
14221;Труба поліетилен.первинна d32 B;3;2026-01-01;FALSE
14234;ДСТУ 8938:2019 89х 7 ст20;0;2026-01-01;FALSE
14235;Труба проф. 140х140х 8 стS355J2H;0.271;2026-01-01;FALSE
14237;Обойма зубчата;2;2026-01-01;FALSE
14238;Втулка зубчата;2;2026-01-01;FALSE
14240;Труба проф. 180х140х 8 стQ345B;8.4;2026-01-01;FALSE
14241;ДСТУ 8938:2019 152х36 ст35;0;2026-01-01;FALSE
14246;GB/T 8162:2018 70х10  ст20;2.205;2026-01-01;FALSE
14247;GB/T 8162:2018 60х10 ст20;0;2026-01-01;FALSE
14249;GB/T 8162:2018 32х 4 ст20;9.454;2026-01-01;FALSE
14250;GB/T 8162:2018 48х 4 ст20;12.164;2026-01-01;FALSE
14251;GB/T 8162:2018 50х 5 ст20;0.11;2026-01-01;FALSE
14252;GB/T 8162:2018 51х 4 ст20;0.066;2026-01-01;FALSE
14253;ДСТУ 8938:2019 152х10 ст20;0;2026-01-01;FALSE
14254;Антифриз Grom-EX MEG- 40C  RED G12 10л;5;2026-02-11;FALSE
14273;GB/T 8162:2018 70х 5 ст20;0.005;2026-01-01;FALSE
14274;GB/T 8162:2018 38х 3 ст20;16.922;2026-01-01;FALSE
14275;GB/T 8162:2018 45х 4 ст20;6.106;2026-01-01;FALSE
14276;GB/T 8162:2018 57х 3.5 ст20;20.41;2026-01-01;FALSE
14278;GB/T 8162:2018 73х12  ст20;0.331;2026-01-01;FALSE
14280;ГОСТ 8732 168х10 ст20;3.697;2026-01-01;FALSE
14281;ГОСТ 8732 219х18 ст20;11.475;2026-01-01;FALSE
14298;ГОСТ 8732 140х 6 ст20;0;2026-01-01;FALSE
14299;Редуктор 1Ц2У-200-20-12М;1;2026-01-01;FALSE
14302;Труба проф. 200х80х 8 стS355J2H;0;2026-01-01;FALSE
14303;ДСТУ 8938:2019 89х11 ст20;0.617;2026-01-01;FALSE
14304;EN 10210-1:2006 219.1х 8 стS355J2H;5.444;2026-01-01;FALSE
14307;ДСТУ 8938:2019 73х10 ст35;2.08;2026-01-01;FALSE
14308;ГОСТ 8732 273х22 ст20;3.948;2026-01-01;FALSE
14309;ГОСТ 8732 273х25 ст20;2.418;2026-01-01;FALSE
14321;Поливальний кран Miraya із конектором 1/2'';3;2026-01-01;FALSE
14325;ГОСТ 8732 273х16 ст20;0.13;2026-01-01;FALSE
14329;EN 10210-1:2006 244.5х12.5 стS355J2H;6.517;2026-01-01;FALSE
14332;ГОСТ 8732 219х22 ст20;5.297;2026-01-01;FALSE
14336;ДСТУ 8938:2019 95х 8 ст09Г2С;2.55;2026-02-11;FALSE
14339;Плащ влагост. ARDON NICK.;15;2026-01-01;FALSE
14342;Манометер вертик.1/4"ф50 6 bar KOER;1;2026-01-01;FALSE
14343;Манометер вертик.1/4"ф50 0-6 bar GROSS;1;2026-01-01;FALSE
14344;Сідлова врізка Enoterm 32*1/2"обж.двоболтова;3;2026-01-01;FALSE
14345;Муфта  Enoterm ПРЗ 40*1 заж.;4;2026-01-01;FALSE
14346;Коліно Enoterm ПРВ 32*1/2 заж.;2;2026-01-01;FALSE
14347;Трійник LexLine 1'' взв латунь;1;2026-01-01;FALSE
14348;Трійник LexLine 1'' ввв латунь;1;2026-01-01;FALSE
14349;Футорка Lex Line 1 1/2'3*1" B латунь;1;2026-01-01;FALSE
14350;Футорка 1/2"3*1/14"B латунь;2;2026-01-01;FALSE
14351;Кран кульовий  MIRAYA B3 1';2;2026-01-01;FALSE
14353;ДСТУ 8938:2019 406х25 ст20;6.096;2026-01-01;FALSE
14354;ДСТУ 8938:2019 406х50 ст20;4.397;2026-01-01;FALSE
14356;EN 10210-1 / EN 10297-1 146х 5 стS355J2H;2.614;2026-01-01;FALSE
14365;Рукавички стрейч нітрил/синт Маляр;0;2026-01-01;FALSE
14368;ДСТУ 8938:2019 140х35 ст20;5.642;2026-01-01;FALSE
14371;GB/T 8162:2018 27х 6 ст20;0.055;2026-01-01;FALSE
14372;GB/T 8162:2018 28х 7 ст45;0.004;2026-01-01;FALSE
14373;GB/T 8162:2018 36х 8 ст20;0.429;2026-01-01;FALSE
14374;GB/T 8162:2018 76х 4 ст20;5.016;2026-01-01;FALSE
14375;ДСТУ 8939:2019 14х 2 ст20;0.05;2026-01-01;FALSE
14377;ГОСТ 8732 146х 6 ст20;0.295;2026-01-01;FALSE
14379;ДСТУ 8938:2019 203х25 ст20;6.661;2026-01-01;FALSE
14380;ДСТУ 8938:2019 219х40 ст45;5.405;2026-01-01;FALSE
14381;ДСТУ 8938:2019 127х25 ст20;4.244;2026-01-01;FALSE
14382;ДСТУ 8938:2019 114х18 ст35;4.48;2026-01-01;FALSE
14383;Шайба стопорна b=20;30;2026-01-01;FALSE
